Sentence,Token,Tag
60,يجيبو,O
60,شي,O
60,حاجة,O
60,بحالو,O
60,من,O
60,الناحية,O
60,د,O
60,لبلاغة,O
60,ولفصاحة,O
60,.,O
61,لقرآن,O
61,هو,O
61,أقدم,O
61,كتاب,O
61,مكتوب,O
61,ب,O
61,العربية,B-MISC
61,،,O
61,وتيتعتابر,O
61,هو,O
61,الساس,O
61,د,O
61,القواعد,O
61,د,O
61,العربية,B-MISC
61,و,O
61,البلاغة,O
61,ديالها,O
61,.,O
62,فيه,O
62,114,O
62,سورة,O
62,مقسومة,O
62,ما,O
62,بين,O
62,مكية,O
62,يعني,O
62,نزلو,O
62,ف,O
62,مكة,B-LOC
62,ومدنية,B-LOC
62,يعني,O
62,نزلو,O
62,ف,O
62,لمدينة,B-LOC
62,لمنورة,I-LOC
62,هاد,O
62,جوج,O
62,مدون,O
62,لي,O
62,موجودين,O
62,دروك,O
62,ف,O
62,سعودية,B-LOC
62,.,O
63,بقا,O
63,لوحي,O
63,د,O
63,لقرآن,O
63,23,O
63,عام,O
63,كان,O
63,النبي,O
63,محمد,B-PER
63,تيعاود,O
63,فيها,O
63,كل,O
63,شوية,O
63,على,O
63,لآيات,O
63,الجداد,O
63,.,O
64,تجمع,O
64,لقرآن,O
64,مورا,O
64,ما,O
64,مات,O
64,النبي,O
64,من,O
64,الصحابة,O
64,اللي,O
64,كانوا,O
64,تابعينو,O
64,،,O
64,وهوما,O
64,اللي,O
64,نضمو,O
64,الترتيب,O
64,والسميات,O
64,د,O
64,لآيات,O
64,اللي,O
64,كانعرفو,O
64,دابا,O
64,.,O
65,−,O
65,−,O
65,كيهضر,O
65,القرآن,O
65,على,O
65,باش,O
65,يخص,O
65,يآمنو,O
65,لمسلمين,O
65,يعني,O
65,لمعتقدات,O
65,الإسلامية,O
65,لي,O
65,هيا,O
65,وجود,O
65,الله,O
65,و,O
65,يومت,O
65,القيامة,O
65,وكيعاود,O
65,على,O
65,الأنبيا,O
65,ولقصص,O
65,ديالهم,O
65,ولقصة,O
65,ديال,O
65,النبي,O
65,محمد,B-PER
65,وبعض,O
65,لعبادات,O
65,بحال,O
65,الزكا,O
65,و,O
65,لأحدات,O
65,التاريخية,O
65,والصدقة,O
65,و,O
65,الصلاة,O
65,.,O
66,بالاربعا,B-LOC
66,),O
66,جماعة,O
66,ترابية,O
66,حضرية,O
66,كاينة,O
66,ف,O
66,إقليم,O
66,/,O
66,عمالة,O
66,لفقيه,B-LOC
66,بنصالح,I-LOC
66,،,O
66,جهة,O
66,بني,B-LOC
66,ملال,I-LOC
66,خنيفرة,B-LOC
66,،,O
66,ساكنين,O
66,فيها,O
66,101938,O
66,واحد,O
66,،,O
66,على,O
66,حسب,O
66,لإحصاء,O
66,لعام,O
66,2014,O
66,.,O
67,نسبة,O
67,لأمية,O
67,(,O
67,نّاس,O
67,لّي,O
67,ما,O
67,كايعرفوش,O
67,يقراو,O
67,ولا,O
67,يكتبو,O
67,),O
67,:,O
67,29,O
67,",",O
67,8,O
67,%,O
67,نسبة,O
67,سّكان,O
67,لّي,O
67,قاريين,O
67,فوق,O
67,تّانوي,O
67,(,O
67,تانوي,O
67,و,O
67,جامعة,O
67,),O
67,:,O
67,15,O
67,%,O
67,نسبة,O
67,نّاس,O
67,نّشيطين,O
67,(,O
67,لّي,O
67,يقدرو,O
67,يخدمو,O
67,),O
67,:,O
67,44,O
67,",",O
67,6,O
67,%,O
67,نسبة,O
67,لبطالة,O
67,(,O
67,نّاس,O
67,لّي,O
67,ما,O
67,خدامينش,O
67,و,O
67,تايقلبو,O
67,على,O
67,خدمة,O
67,),O
67,:,O
67,17,O
67,",",O
67,9,O
67,%,O
67,نسبة,O
67,نّاس,O
67,اللي,O
67,خدامين,O
67,ف,O
67,دّولة,O
67,:,O
67,11,O
67,",",O
67,5,O
67,%,O
67,نسبة,O
67,نّاس,O
67,اللي,O
67,خدامين,O
67,في,O
67,لقطاع,O
67,لخاص,O
67,:,O
67,44,O
67,",",O
67,2,O
67,%,O
67,لفك,O
67,لفوقاني,O
67,ولا,O
67,لعضم,O
67,لماكسيلاري,O
67,(,O
67,ب,O
67,لعربية,B-MISC
67,:,O
67,الفك,O
67,العلوي,O
67,،,O
67,ب,O
67,الفرونسي,B-MISC
67,:,O
67,os,O
67,maxillaire,O
67,،,O
67,ب,O
67,النݣليزية,B-MISC
67,:,O
67,maxilla,O
67,),O
67,،,O
67,هو,O
67,من,O
67,بين,O
67,لعضام,O
67,ديال,O
67,لجمجمة,O
67,وبالضبط,O
67,د,O
67,لوجه,O
67,.,O
68,هو,O
68,اللي,O
68,كايهز,O
68,السنان,O
68,الفوقانيين,O
68,و,O
68,كايدور,O
68,بالنيف,O
68,وكيلعب,O
68,واحد,O
68,الدور,O
68,مهم,O
68,فالعضان,O
68,و,O
68,لمضيغ,O
68,.,O
69,لفك,O
69,لعلوي,O
69,كايبارتيسبي,O
69,فالتشكيل,O
69,ديال,O
69,لوربيط,O
69,(,O
69,ديك,O
69,لبلاصة,O
69,اللي,O
69,مخشيين,O
69,فيها,O
69,العينين,O
69,),O
69,،,O
69,النيف,O
69,و,O
69,اللها,O
69,(,O
69,السقف,O
69,ديال,O
69,الفم,O
69,),O
69,و,O
69,كايهز,O
69,السنان,O
69,الفوقانيين,O
69,.,O
70,لفك,O
70,الفوقاني,O
70,تقدر,O
70,تشبهو,O
70,بالشكل,O
70,ديال,O
70,الصليب,O
70,(,O
70,علامة,O
70,زائد,O
70,),O
70,حيت,O
70,كايتكون,O
70,من,O
70,ربعة,O
70,ديال,O
70,لي,O
70,بروصيص,O
70,:,O
70,بروصيص,O
70,جبهي,O
70,(,O
70,الفوق,O
70,),O
70,كايشكل,O
70,لقنت,O
70,الداخلي,O
70,ديال,O
70,لوربيط,O
70,و,O
70,ديازا,O
70,فيه,O
70,واحد,O
70,التويشية,O
70,تايكولو,O
70,ليها,O
70,لا,O
70,كريت,O
70,لاكريمال,O
70,القدامية,O
70,.,O
71,بروصيص,O
71,الألفيولي,O
71,(,O
71,لتحت,O
71,),O
71,هو,O
71,اللي,O
71,هاز,O
71,السنان,O
71,.,O
72,بروصيص,O
72,البالاتيني,O
72,(,O
72,لداخل,O
72,),O
72,هو,O
72,اللي,O
72,كايشكل,O
72,اللها,O
72,مع,O
72,لعضم,O
72,البلاتيني,O
72,.,O
73,بروصيص,O
73,الزيغوماتيكي,O
73,(,O
73,برا,O
73,),O
73,كايمشي,O
73,باش,O
73,يتلاقا,O
73,مع,O
73,لعضم,O
73,الزيغوماتيكيكيبحال,O
73,العضم,O
73,الجبهي,O
73,،,O
73,الفك,O
73,الفوقاني,O
73,كاين,O
73,فالداخل,O
73,ديالو,O
73,واحد,O
73,الفراغ,O
73,سميتو,O
73,:,O
73,الجيب,O
73,الماكسيلاري,O
73,.,O
74,زيد,O
74,على,O
74,هادشي,O
74,أن,O
74,الفك,O
74,الفوقاني,O
74,كايشكل,O
74,جوج,O
74,حفرات,O
74,:,O
74,الشقة,O
74,الأوربيطارية,O
74,التحتانية,O
74,،,O
74,اللي,O
74,كايديرها,O
74,مع,O
74,الجناح,O
74,لكبير,O
74,دالسفينويد,O
74,و,O
74,فنفس,O
74,الوقت,O
74,متقوب,O
74,بالتقبة,O
74,التحت,O
74,الأوربيطارية,O
74,.,O
75,لپارتيا,O
75,الأفقية,O
75,اللي,O
75,كاينا,O
75,فالاسفل,O
75,ديال,O
75,الفك,O
75,:,O
75,البروصيص,O
75,بالاتان,O
75,،,O
75,كاتجمع,O
75,مع,O
75,لعضم,O
75,البالاتان,O
75,اللي,O
75,كاينا,O
75,موراها,O
75,باش,O
75,يكونوا,O
75,اللها,O
75,القاصح,O
75,،,O
75,اللي,O
75,كايفرّق,O
75,بين,O
75,النيف,O
75,و,O
75,الفم,O
75,.,O
76,لفلسفة,O
76,(,O
76,ب,O
76,ليونانية,B-MISC
76,φιλοσοφία,O
76,،,O
76,ؤ,O
76,كتقرا,O
76,فيلوصوفيا,O
76,،,O
76,وكاتعني,O
76,حب,O
76,لحكمة,O
76,),O
76,هي,O
76,دراسة,O
76,ديال,O
76,لأسئلة,O
76,لأساسية,O
76,ديال,O
76,لوجود,O
76,،,O
76,لمعرفة,O
76,،,O
76,لأخلاق,O
76,،,O
76,لمنطق,O
76,،,O
76,لعقل,O
76,،,O
76,و,O
76,لوغة,O
76,.,O
77,هاد,O
77,لأسئلة,O
77,غالبا,O
77,كاتكون,O
77,على,O
77,شكل,O
77,پروبليمات,O
77,لي,O
77,خاصك,O
77,تحلهم,O
77,.,O
78,أول,O
78,واحد,O
78,لي,O
78,يمكن,O
78,ستعمل,O
78,لمصطلح,O
78,ديال,O
78,فلسفة,O
78,هو,O
78,ڤيطاغورس,B-PER
78,(,O
78,لي,O
78,عاش,O
78,تقريبا,O
78,ما,O
78,بين,O
78,570,O
78,و,O
78,475,O
78,قبل,O
78,لميلاد,O
78,),O
78,.,O
79,لمناهج,O
79,ديال,O
79,لفلسفة,O
79,فيها,O
79,لإستجواب,O
79,سقراطي,O
79,،,O
79,لمنهج,O
79,سقراطي,O
79,،,O
79,ديالكتيك,O
79,،,O
79,و,O
79,تقديم,O
79,لمنهجي,O
79,.,O
80,لأسئلة,O
80,لفلسفية,O
80,لكلاسيكية,O
80,ممكن,O
80,تكون,O
80,شي,O
80,حاجة,O
80,بحال,O
80,:,O
80,"""",O
80,واش,O
80,ممكن,O
80,نعرفو,O
80,؟,O
80,"""",O
80,ايلا,O
80,كان,O
80,لجواب,O
80,اه,O
80,"""",O
80,واش,O
80,ممكن,O
80,نتأكدو,O
80,؟,O
80,"""",O
80,لفلاسفة,O
80,كايطرحو,O
80,بزاف,O
80,ديال,O
80,لأسئلة,O
80,لخرا,O
80,لي,O
80,متعلقة,O
80,ب,O
80,لواقع,O
80,،,O
80,متلا,O
80,:,O
80,"""",O
80,واش,O
80,كاينا,O
80,شي,O
80,طريقة,O
80,لي,O
80,باش,O
80,نعيشو,O
80,لماكسيموم,O
80,د,O
80,لحياة,O
80,؟,O
80,"""",O
80,،,O
80,"""",O
80,واش,O
80,ممكن,O
80,تسما,O
80,انسان,O
80,مزيان,O
80,ايلا,O
80,قدرتي,O
80,دير,O
80,حاجة,O
80,خايبة,O
80,بلا,O
80,ما,O
80,يعرف,O
80,تا,O
80,شي,O
80,واحد,O
80,؟,O
80,"""",O
80,،,O
80,"""",O
80,واش,O
80,ناس,O
80,عندهم,O
80,حرية,O
80,لإرادة,O
80,؟,O
80,"""",O
80,.,O
81,شحال,O
81,هادي,O
81,،,O
81,لفلسفة,O
81,كانت,O
81,كاتشمل,O
81,ݣاع,O
81,لأنواع,O
81,ديال,O
81,لمعرفة,O
81,.,O
82,من,O
82,أرسطو,B-PER
82,حتال,O
82,لقرن,O
82,19,O
82,،,O
82,كانت,O
82,لفلسفة,O
82,طبيعية,O
82,فيها,O
82,علم,O
82,لفلك,O
82,،,O
82,طب,O
82,،,O
82,و,O
82,لفيزيك,O
82,.,O
83,متلا,O
83,،,O
83,اسحاق,B-PER
83,نيوتن,I-PER
83,كتب,O
83,واحد,O
83,لكتاب,O
83,ف,O
83,1687,O
83,سميتو,O
83,لمبادئ,B-MISC
83,رياضية,I-MISC
83,د,I-MISC
83,لفلسفة,I-MISC
83,طبيعية,I-MISC
83,.,O
84,هاد,O
84,لكتاب,O
84,من,O
84,بعد,O
84,تكلاسا,O
84,مع,O
84,لكتوبا,O
84,د,O
84,لفيزيك,O
84,.,O
85,ف,O
85,لقرن,O
85,19,O
85,،,O
85,فاش,O
85,ولاّ,O
85,رّوشرش,O
85,سيونتيفيك,O
85,كتير,O
85,فهاد,O
85,لفروع,O
85,ديال,O
85,لفلسفة,O
85,،,O
85,بدات,O
85,هاد,O
85,لفروع,O
85,كاتخصص,O
85,،,O
85,وشوية,O
85,شوية,O
85,بدات,O
85,كاتنفاصل,O
85,من,O
85,لفلسفة,O
85,.,O
86,ليوم,O
86,،,O
86,تخصصات,O
86,بحال,O
86,لبسيكولوجي,O
86,،,O
86,سوسيولوجي,O
86,،,O
86,لسانيات,O
86,،,O
86,و,O
86,ليكونومي,O
86,،,O
86,ولاو,O
86,كولهم,O
86,مستقلين,O
86,على,O
86,لفلسفة,O
86,.,O
87,من,O
87,جهة,O
87,خرا,O
87,،,O
87,كاينين,O
87,شي,O
87,نخصصات,O
87,لي,O
87,مازال,O
87,قراب,O
87,من,O
87,لفلسفة,O
87,،,O
87,بحال,O
87,لعلم,O
87,،,O
87,لفن,O
87,،,O
87,و,O
87,سياسة,O
87,.,O
88,متلا,O
88,،,O
88,واش,O
88,لجمال,O
88,داتي,O
88,ولا,O
88,موضوعي,O
88,؟,O
88,واش,O
88,كاينين,O
88,بزاف,O
88,ديال,O
88,لمناهج,O
88,لعلمية,O
88,ولا,O
88,غير,O
88,واحد,O
88,؟,O
88,واش,O
88,ليوتوپيا,O
88,شي,O
88,حاجة,O
88,ممكنة,O
88,ولا,O
88,غير,O
88,خيال,O
88,ما,O
88,يمكنش,O
88,يتحقق,O
88,؟,O
88,مبدئيا,O
88,،,O
88,كلمة,O
88,فلسفة,O
88,كاتشير,O
88,لأي,O
88,مجموعة,O
88,من,O
88,لمعارف,O
88,بهاد,O
88,لمعنى,O
88,،,O
88,لفلسفة,O
88,قريبة,O
88,ل,O
88,دين,O
88,،,O
88,لماط,O
88,،,O
88,لعلوم,O
88,طبيعية,O
88,،,O
88,تعليم,O
88,،,O
88,و,O
88,سياسة,O
88,.,O
89,بزاف,O
89,ديال,O
89,لمناضرات,O
89,لفلسفية,O
89,لي,O
89,بدات,O
89,ف,O
89,قديم,O
89,زمان,O
89,مازال,O
89,كاتعاود,O
89,ليوم,O
89,.,O
90,لفيلسوف,O
90,نݣليزي,B-MISC
90,كولين,B-PER
90,ماكݣن,I-PER
90,(,O
90,1933,O
90,),O
90,تايݣول,O
90,بلي,O
90,ما,O
90,وقع,O
90,حتا,O
90,شي,O
90,تقدم,O
90,فلسفي,O
90,فهاد,O
90,لمدة,O
90,كاملة,O
90,.,O
91,لفيلسوف,O
91,لأسترالي,B-MISC
91,ديفيد,B-PER
91,تشالمرز,I-PER
91,(,O
91,2013,O
91,),O
91,من,O
91,جهة,O
91,خرا,O
91,تيشوف,O
91,بلي,O
91,لفلسفة,O
91,تقدمات,O
91,بنفس,O
91,لوتيرة,O
91,ديال,O
91,تقدم,O
91,ديال,O
91,لعلم,O
91,.,O
92,فلاسفة,O
92,خرين,O
92,بحال,O
92,بروور,B-PER
92,(,O
92,2011,O
92,),O
92,تايݣولو,O
92,بلي,O
92,لمقياس,O
92,ديال,O
92,تقدم,O
92,أصلا,O
92,ماشي,O
92,صحيح,O
92,باش,O
92,نحكمو,O
92,بيه,O
92,على,O
92,نشاط,O
92,لفلسفي,O
92,.,O
93,بمعنى,O
93,عام,O
93,،,O
93,لفلسفة,O
93,مرتابطة,O
93,ب,O
93,لحكمة,O
93,،,O
93,تقافة,O
93,،,O
93,و,O
93,لبحت,O
93,على,O
93,لمعرفة,O
93,.,O
94,بهاد,O
94,لمعنى,O
94,،,O
94,ݣاع,O
94,تقافات,O
94,و,O
94,لمجتمعات,O
94,كايسولو,O
94,أسئلة,O
94,فلسفية,O
94,،,O
94,بحال,O
94,:,O
94,"""",O
94,كيفاش,O
94,نقدرو,O
94,نعيشو,O
94,؟,O
94,"""",O
94,و,O
94,"""",O
94,شنو,O
94,هي,O
94,طبيعة,O
94,ديال,O
94,لحقيقة,O
94,؟,O
94,"""",O
94,.,O
95,لفلسفة,O
95,لغربية,O
95,هي,O
95,تقاليد,O
95,لفلسفية,O
95,ديال,O
95,لعالم,O
95,لغربي,O
95,.,O
96,تاريخ,O
96,ديالها,O
96,كايرجع,O
96,ل,O
96,عهد,O
96,لفلاسفة,O
96,لي,O
96,قبل,O
96,سقراط,B-PER
96,،,O
96,لي,O
96,كانو,O
96,أكتيڤ,O
96,ف,O
96,ليونان,B-LOC
96,ف,O
96,لقرن,O
96,6,O
96,قبل,O
96,لميلاد,O
96,،,O
96,بحال,O
96,طاليس,B-PER
96,و,O
96,ڤيتاغورس,B-PER
96,.,O
97,لفلسفة,O
97,لغربية,O
97,ممكن,O
97,تقسم,O
97,ل,O
97,3,O
97,د,O
97,لأنواع,O
97,لفلسفة,O
97,لقديمة,O
97,:,O
97,ديال,O
97,رومان,B-LOC
97,و,O
97,ليونان,B-LOC
97,لفلسفة,O
97,ديال,O
97,لعصور,O
97,لوسطى,O
97,:,O
97,لي,O
97,مبازيا,O
97,على,O
97,لمسيحية,B-MISC
97,لفلسفة,O
97,لمعاصرة,O
97,لفترة,O
97,لقديمة,O
97,لمعرفة,O
97,ديالنا,O
97,ب,O
97,لعصور,O
97,لقديمة,O
97,بدات,O
97,معا,O
97,طاليس,B-PER
97,ف,O
97,لقرن,O
97,6,O
97,قبل,O
97,لميلاد,O
97,،,O
97,واخا,O
97,لمعرفة,O
97,ديالنا,O
97,عموما,O
97,ب,O
97,لفلاسفة,O
97,لي,O
97,قبل,O
97,سقراط,B-PER
97,قليلة,O
97,.,O
98,لفترة,O
98,لقديمة,O
98,كانت,O
98,محكومة,O
98,من,O
98,لفلاسفة,O
98,ديال,O
98,ليونان,B-LOC
98,،,O
98,لي,O
98,كانو,O
98,تأنسپيراو,O
98,بزاف,O
98,من,O
98,لأفكار,O
98,ديال,O
98,سقراط,B-PER
98,.,O
99,واحد,O
99,من,O
99,هاد,O
99,لفلاسفة,O
99,لي,O
99,معروفين,O
99,هو,O
99,أفلاطون,B-PER
99,،,O
99,لي,O
99,دار,O
99,لأكاديمية,O
99,،,O
99,و,O
99,تلميد,O
99,ديالو,O
99,أرسطو,B-PER
99,لي,O
99,دار,O
99,لمدرسة,O
99,لمشّائية,O
99,.,O
100,كانو,O
100,مدارس,O
100,فلسفية,O
100,خرا,O
100,بحال,O
100,تشاؤمية,O
100,،,O
100,رّواقية,O
100,،,O
100,شكوكية,O
100,،,O
100,و,O
100,لأبيقورية,O
100,.,O
101,لمواضيع,O
101,لي,O
101,كانو,O
101,كايناقشوها,O
101,ليونان,B-LOC
101,كانت,O
101,متنوعة,O
101,:,O
101,متلا,O
101,،,O
101,لميتافيزيكس,O
101,،,O
101,علم,O
101,لفلك,O
101,،,O
101,لمنطق,O
101,و,O
101,لمعرفة,O
101,.,O
102,مع,O
102,صعود,O
102,ديال,O
102,لإمبراطورية,B-ORG
102,رومانية,I-ORG
102,،,O
102,حتى,O
102,لفلسفة,O
102,ليونانية,B-MISC
102,ولا,O
102,عندها,O
102,دور,O
102,كبير,O
102,عند,O
102,لفلاسفة,O
102,رومان,B-MISC
102,بحال,O
102,سيسيرو,B-PER
102,و,O
102,سينيكا,B-PER
102,.,O
103,لفترة,O
103,ديال,O
103,لعصور,O
103,لوسطى,O
103,لفلسفة,O
103,ديال,O
103,لعصور,O
103,لوسطى,O
103,(,O
103,بين,O
103,لقرن,O
103,15,O
103,و,O
103,16,O
103,),O
103,هي,O
103,لفترة,O
103,لي,O
103,جات,O
103,بعدما,O
103,طاحت,O
103,لإمبراطورية,B-ORG
103,رومانية,I-ORG
103,لغربية,I-ORG
103,،,O
103,و,O
103,لي,O
103,بدات,O
103,كاتنتاشر,O
103,فيها,O
103,لمسيحية,B-MISC
103,بقوة,O
103,،,O
103,ولكن,O
103,بقا,O
103,واحد,O
103,شوية,O
103,ديال,O
103,لأفكار,O
103,ليونانية,B-MISC
103,و,O
103,رومانية,B-MISC
103,.,O
104,دي,O
104,پروبليم,O
104,بحال,O
104,لوجود,O
104,،,O
104,طبيعة,O
104,ديال,O
104,الله,O
104,،,O
104,طبيعة,O
104,ديال,O
104,لإيمان,O
104,و,O
104,لمنطق,O
104,،,O
104,لميتافيزيكس,O
104,،,O
104,و,O
104,معضلة,O
104,شر,O
104,كانو,O
104,كايتناقشو,O
104,ف,O
104,ديك,O
104,لوقت,O
104,.,O
105,بعض,O
105,لمفكرين,O
105,لي,O
105,كانو,O
105,فديك,O
105,لوقت,O
105,سان,B-PER
105,أوݣستين,I-PER
105,،,O
105,طوما,B-PER
105,لأكويني,I-PER
105,،,O
105,روجر,B-PER
105,باكون,I-PER
105,،,O
105,و,O
105,بوطيوس,B-PER
105,.,O
106,هاد,O
106,لفلاسفة,O
106,كانو,O
106,كيعتابرو,O
106,لفلسفة,O
106,ديالهم,O
106,واحد,O
106,لحاجة,O
106,لي,O
106,كاتعاون,O
106,لإيمان,O
106,(,O
106,ancilla,O
106,theologiae,O
106,),O
106,،,O
106,و,O
106,ب,O
106,تالي,O
106,حاولو,O
106,أنهم,O
106,يوفقو,O
106,ما,O
106,بين,O
106,لفلسفة,O
106,و,O
106,تأويل,O
106,ديالهم,O
106,ل,O
106,نص,O
106,ديني,O
106,.,O
107,هاد,O
107,لفترة,O
107,عرفات,O
107,تطور,O
107,ديال,O
107,لفلسفة,O
107,لمدرسية,O
107,،,O
107,لي,O
107,هي,O
107,واحد,O
107,لميطود,O
107,كاتقرّا,O
107,ف,O
107,لجامعات,O
107,،,O
107,وكاتستعمل,O
107,لمناهج,O
107,دينية,O
107,لمسيحية,B-MISC
107,ف,O
107,تحليل,O
107,نقدي,O
107,.,O
108,فعصر,O
108,نهضة,O
108,،,O
108,بداو,O
108,ناس,O
108,كايرجعو,O
108,ل,O
108,نصوص,O
108,لاتينية,B-MISC
108,و,O
108,رومانية,B-MISC
108,لقديمة,O
108,،,O
108,و,O
108,بانت,O
108,لفلسفة,O
108,لإنسانية,O
108,.,O
109,لفلسفة,O
109,لمعاصرة,O
109,لفلسفة,O
109,لمعاصرة,O
109,بدات,O
109,كاتبان,O
109,ف,O
109,لعالم,O
109,لغربي,O
109,مع,O
109,مفكرين,O
109,بحال,O
109,طوماص,B-PER
109,هوبس,I-PER
109,و,O
109,ريني,B-PER
109,ديكارط,I-PER
109,(,O
109,1596,O
109,-,O
109,1650,O
109,),O
109,.,O
110,مع,O
110,تقدم,O
110,ديال,O
110,لعلوم,O
110,طبيعية,O
110,،,O
110,لفلسفة,O
110,لمعاصرة,O
110,هتمّات,O
110,ب,O
110,أنها,O
110,تطور,O
110,واحد,O
110,لأساس,O
110,منطقي,O
110,و,O
110,علماني,O
110,ديال,O
110,لمعرفة,O
110,،,O
110,وتبعد,O
110,من,O
110,لبنيات,O
110,تقليدية,O
110,ديال,O
110,سلطة,O
110,،,O
110,بحال,O
110,دين,O
110,،,O
110,لفلسفة,O
110,لمدرسية,O
110,،,O
110,و,O
110,لكنيسة,O
110,.,O
111,من,O
111,أكبر,O
111,لفلاسفة,O
111,لمعاصرين,O
111,لمعروفين,O
111,كاين,O
111,:,O
111,سپينوزا,B-PER
111,،,O
111,لايبنيتس,B-PER
111,،,O
111,لوك,B-PER
111,،,O
111,هيوم,B-PER
111,،,O
111,و,O
111,كانط,B-PER
111,.,O
112,لفلسفة,O
112,ديال,O
112,لقرن,O
112,19,O
112,تأنسپيرات,O
112,من,O
112,واحد,O
112,لحركة,O
112,لي,O
112,كانت,O
112,ف,O
112,لقرن,O
112,18,O
112,،,O
112,ولي,O
112,كاتسما,O
112,"""",O
112,عصر,B-MISC
112,لأنوار,I-MISC
112,"""",O
112,،,O
112,ولي,O
112,كاتشمل,O
112,فلاسفة,O
112,بحال,O
112,هيݣل,B-PER
112,،,O
112,أشهر,O
112,فيلسوف,O
112,ديال,O
112,لمتالية,O
112,لألمانية,B-MISC
112,،,O
112,كيركݣارد,B-PER
112,لي,I-PER
112,ديڤالوپا,I-PER
112,لا,O
112,باز,O
112,ديال,O
112,لوجودية,O
112,،,O
112,نيتش,B-PER
112,لي,O
112,تشهر,O
112,ب,O
112,معاداة,O
112,لمسيحية,B-MISC
112,،,O
112,دجون,B-PER
112,ستيوارت,I-PER
112,ميل,I-PER
112,لي,O
112,روّج,O
112,ل,O
112,نفعية,O
112,،,O
112,و,O
112,كارل,B-PER
112,ماركس,I-PER
112,لي,O
112,طور,O
112,لأسس,O
112,ديال,O
112,شيوعية,O
112,.,O
113,ف,O
113,لقرن,O
113,20,O
113,وقعات,O
113,واحد,O
113,تفريقا,O
113,بين,O
113,لفلسفة,O
113,تحليلية,O
113,و,O
113,لفلسفة,O
113,لقارّية,O
113,.,O
114,و,O
114,بانو,O
114,بزاف,O
114,ديال,O
114,لمدارس,O
114,فلسفية,O
114,بحال,O
114,لفينومينولوجيا,O
114,،,O
114,لوجودية,O
114,،,O
114,لوضعية,O
114,لمنطقية,O
114,،,O
114,لبراݣماتية,O
114,،,O
114,و,O
114,لإنعطاف,O
114,لوغوي,O
114,.,O
115,لمنطقة,B-LOC
115,ديال,I-LOC
115,لهلال,I-LOC
115,لخصيب,I-LOC
115,،,O
115,إيران,B-LOC
115,و,O
115,لمنطقة,B-LOC
115,لعربية,I-LOC
115,كانو,O
115,مناطق,O
115,لي,O
115,بانت,O
115,فيهم,O
115,لفلسفة,O
115,فوقت,O
115,مبكر,O
115,.,O
116,وليوم,O
116,هاد,O
116,لمناطق,O
116,كاملة,O
116,محكومة,O
116,ب,O
116,تقافة,O
116,لإسلامية,O
116,.,O
117,أول,O
117,نوع,O
117,ديال,O
117,لفلسفة,O
117,لي,O
117,بان,O
117,فمنطقة,B-LOC
117,لهلال,I-LOC
117,لحصيب,I-LOC
117,كان,O
117,متعلق,O
117,ب,O
117,شخص,O
117,وتصرفات,O
117,ديالو,O
117,،,O
117,وكيفا,O
117,يقدر,O
117,لواحد,O
117,يتصرف,O
117,بطريقة,O
117,أخلاقية,O
117,.,O
118,هادشي,O
118,نتاشر,O
118,عبر,O
118,حجّايات,O
118,و,O
118,أساطير,O
118,و,O
118,حكم,O
118,.,O
119,ف,O
119,مصر,B-LOC
119,لقديمة,O
119,،,O
119,هاد,O
119,نصوص,O
119,كانو,O
119,معروفين,O
119,ب,O
119,"""",O
119,sebyat,O
119,"""",O
119,لي,O
119,كاتعني,O
119,تعاليم,O
119,.,O
120,هاد,O
120,تعاليم,O
120,هوما,O
120,لي,O
120,خلاونا,O
120,نفهمو,O
120,لفلسفة,O
120,لمصرية,B-MISC
120,لقديمة,O
120,.,O
121,علم,O
121,لفلك,O
121,لبابلي,B-MISC
121,حتا,O
121,هو,O
121,هضر,O
121,على,O
121,بزاف,O
121,د,O
121,لإفترضات,O
121,فلسفية,O
121,على,O
121,لكون,O
121,،,O
121,ولي,O
121,كان,O
121,عندها,O
121,تأتير,O
121,على,O
121,ليونان,B-LOC
121,لقديمة,O
121,.,O
122,لفلسفة,O
122,ليهودية,B-MISC
122,و,O
122,لمسيحية,B-MISC
122,هوما,O
122,فلسفات,O
122,دينية,O
122,لي,O
122,بانت,O
122,ف,O
122,شرق,B-LOC
122,لأوسط,I-LOC
122,و,O
122,أوروبا,B-LOC
122,،,O
122,ولي,O
122,بجوج,O
122,كايتشاركو,O
122,ف,O
122,مراجع,O
122,قديمة,O
122,بحال,O
122,تاناخ,O
122,و,O
122,توحيد,O
122,.,O
123,لفلسفة,O
123,لإيرانية,B-MISC
123,قبل,O
123,لإسلام,B-MISC
123,بدات,O
123,مع,O
123,زرادشت,B-PER
123,،,O
123,لي,O
123,كان,O
123,واحد,O
123,من,O
123,لولين,O
123,لي,O
123,هضرو,O
123,على,O
123,توحيد,O
123,،,O
123,وتنائية,O
123,ديال,O
123,لخير,O
123,وشر,O
123,.,O
124,هاد,O
124,لأفكار,O
124,هي,O
124,لي,O
124,تأنسپيراو,O
124,منها,O
124,ديانات,O
124,خرا,O
124,بحال,O
124,لمانوية,B-MISC
124,،,O
124,لمزدكية,B-MISC
124,،,O
124,و,O
124,زورانية,B-MISC
124,.,O
125,بعد,O
125,لغزوات,O
125,لإسلامية,B-MISC
